DATE,TRAPID,ADULTS
6/14/1994,89,0
6/14/1994,90,0
6/14/1994,91,0
6/14/1994,92,0
6/14/1994,93,0
6/14/1994,94,0
6/14/1994,95,0
6/14/1994,96,0
6/14/1994,97,0
6/14/1994,98,0
6/14/1994,99,0
6/14/1994,100,0
6/14/1994,101,0
6/14/1994,102,0
6/14/1994,103,0
6/14/1994,104,0
6/14/1994,105,0
6/14/1994,106,0
6/14/1994,107,0
6/14/1994,108,0
6/14/1994,109,0
6/14/1994,110,0
6/14/1994,111,0
6/14/1994,112,0
6/14/1994,113,0
6/14/1994,114,0
6/14/1994,115,0
6/14/1994,116,0
6/14/1994,118,0
6/14/1994,119,0
6/14/1994,120,0
6/14/1994,121,0
6/14/1994,122,0
6/14/1994,123,0
6/14/1994,124,0
6/14/1994,125,0
6/14/1994,126,0
6/14/1994,127,0
6/14/1994,128,0
6/14/1994,129,0
6/14/1994,130,0
6/14/1994,131,0
6/14/1994,132,0
6/14/1994,134,0
6/14/1994,135,0
6/14/1994,136,0
6/14/1994,137,0
6/14/1994,138,0
6/14/1994,139,0
6/14/1994,140,0
6/14/1994,141,0
6/14/1994,142,0
6/14/1994,143,0
6/14/1994,144,0
6/14/1994,145,0
6/14/1994,146,0
6/14/1994,147,0
6/14/1994,148,0
6/14/1994,149,0
6/14/1994,150,0
6/14/1994,151,0
6/14/1994,152,0
6/14/1994,153,0
6/14/1994,154,0
6/14/1994,155,0
6/14/1994,156,0
6/14/1994,157,0
6/14/1994,158,0
6/14/1994,159,0
6/14/1994,160,0
6/14/1994,161,0
6/14/1994,162,0
6/14/1994,163,0
6/14/1994,164,0
6/14/1994,165,0
6/14/1994,166,0
6/14/1994,167,0
6/14/1994,168,0
6/14/1994,169,0
6/14/1994,170,0
6/14/1994,171,0
6/14/1994,172,0
6/14/1994,173,0
6/14/1994,174,0
6/14/1994,175,0
6/14/1994,176,0
6/14/1994,177,0
6/14/1994,178,0
6/14/1994,179,0
6/14/1994,180,0
6/14/1994,181,0
6/14/1994,182,0
6/14/1994,183,0
6/14/1994,184,0
6/14/1994,185,0
6/14/1994,186,0
6/14/1994,187,0
6/14/1994,188,0
6/14/1994,189,0
6/14/1994,190,0
6/14/1994,191,0
6/14/1994,192,0
6/14/1994,193,0
6/14/1994,194,0
6/14/1994,195,0
6/14/1994,196,0
6/14/1994,197,0
6/14/1994,198,0
6/14/1994,199,0
6/14/1994,200,0
6/14/1994,201,0
6/14/1994,202,0
6/14/1994,203,0
6/14/1994,204,0
6/14/1994,205,0
6/14/1994,206,0
6/14/1994,207,0
6/14/1994,208,0
6/14/1994,209,0
6/14/1994,210,0
6/20/1994,1,0
6/20/1994,2,0
6/20/1994,3,0
6/20/1994,4,0
6/20/1994,5,0
6/20/1994,11,0
6/20/1994,12,0
6/20/1994,13,0
6/20/1994,14,0
6/20/1994,15,0
6/20/1994,31,0
6/20/1994,32,0
6/20/1994,33,0
6/20/1994,34,0
6/20/1994,35,0
6/20/1994,36,0
6/20/1994,37,0
6/20/1994,38,0
6/20/1994,39,0
6/20/1994,40,0
6/20/1994,66,0
6/20/1994,67,0
6/20/1994,68,0
6/20/1994,69,0
6/20/1994,70,0
6/20/1994,86,0
6/20/1994,87,0
6/20/1994,88,0
6/20/1994,89,0
6/20/1994,90,0
6/20/1994,96,0
6/20/1994,97,0
6/20/1994,98,0
6/20/1994,99,0
6/20/1994,100,0
6/20/1994,101,0
6/20/1994,102,0
6/20/1994,103,0
6/20/1994,104,0
6/20/1994,105,0
6/20/1994,141,0
6/20/1994,142,0
6/20/1994,143,0
6/20/1994,144,0
6/20/1994,145,0
6/20/1994,151,0
6/20/1994,152,0
6/20/1994,153,0
6/20/1994,154,0
6/20/1994,155,0
6/20/1994,186,0
6/20/1994,187,0
6/20/1994,188,0
6/20/1994,189,0
6/20/1994,190,0
6/20/1994,206,0
6/20/1994,207,0
6/20/1994,208,0
6/20/1994,209,0
6/20/1994,210,0
6/21/1994,6,0
6/21/1994,7,0
6/21/1994,8,0
6/21/1994,9,0
6/21/1994,10,0
6/21/1994,16,0
6/21/1994,17,0
6/21/1994,18,0
6/21/1994,19,0
6/21/1994,20,0
6/21/1994,23,0
6/21/1994,24,0
6/21/1994,25,0
6/21/1994,26,0
6/21/1994,27,0
6/21/1994,28,0
6/21/1994,29,0
6/21/1994,30,0
6/21/1994,41,0
6/21/1994,42,0
6/21/1994,43,0
6/21/1994,44,0
6/21/1994,45,0
6/21/1994,51,0
6/21/1994,52,0
6/21/1994,53,0
6/21/1994,54,0
6/21/1994,55,0
6/21/1994,56,0
6/21/1994,57,0
6/21/1994,58,0
6/21/1994,59,0
6/21/1994,60,0
6/21/1994,71,0
6/21/1994,72,0
6/21/1994,73,0
6/21/1994,74,0
6/21/1994,75,0
6/21/1994,76,0
6/21/1994,77,0
6/21/1994,78,0
6/21/1994,79,0
6/21/1994,80,0
6/21/1994,81,0
6/21/1994,82,0
6/21/1994,83,0
6/21/1994,84,0
6/21/1994,85,0
6/21/1994,91,0
6/21/1994,92,0
6/21/1994,93,0
6/21/1994,94,0
6/21/1994,95,0
6/21/1994,112,0
6/21/1994,114,0
6/21/1994,115,0
6/21/1994,116,0
6/21/1994,118,0
6/21/1994,120,0
6/21/1994,126,0
6/21/1994,127,0
6/21/1994,128,0
6/21/1994,129,0
6/21/1994,130,0
6/21/1994,131,0
6/21/1994,132,0
6/21/1994,134,0
6/21/1994,135,0
6/21/1994,136,0
6/21/1994,137,0
6/21/1994,138,0
6/21/1994,139,0
6/21/1994,140,0
6/21/1994,146,0
6/21/1994,147,0
6/21/1994,148,0
6/21/1994,150,0
6/21/1994,157,0
6/21/1994,158,0
6/21/1994,159,0
6/21/1994,166,0
6/21/1994,167,0
6/21/1994,168,0
6/21/1994,169,0
6/21/1994,170,0
6/21/1994,171,0
6/21/1994,172,0
6/21/1994,173,0
6/21/1994,174,0
6/21/1994,175,0
6/21/1994,176,0
6/21/1994,177,0
6/21/1994,178,0
6/21/1994,179,0
6/21/1994,180,0
6/21/1994,191,0
6/21/1994,192,0
6/21/1994,193,0
6/21/1994,194,0
6/21/1994,195,0
6/21/1994,196,0
6/21/1994,197,0
6/21/1994,198,0
6/21/1994,199,0
6/21/1994,200,0
6/21/1994,201,0
6/21/1994,202,0
6/21/1994,203,0
6/21/1994,204,0
6/21/1994,205,0
6/27/1994,1,0
6/27/1994,2,0
6/27/1994,3,0
6/27/1994,4,0
6/27/1994,5,0
6/27/1994,11,0
6/27/1994,12,0
6/27/1994,13,0
6/27/1994,14,0
6/27/1994,15,0
6/27/1994,17,0
6/27/1994,18,0
6/27/1994,19,0
6/27/1994,20,0
6/27/1994,21,0
6/27/1994,22,0
6/27/1994,23,0
6/27/1994,24,0
6/27/1994,25,0
6/27/1994,26,0
6/27/1994,27,0
6/27/1994,28,0
6/27/1994,29,0
6/27/1994,30,0
6/27/1994,31,0
6/27/1994,32,0
6/27/1994,33,0
6/27/1994,34,0
6/27/1994,35,0
6/27/1994,36,0
6/27/1994,37,0
6/27/1994,38,0
6/27/1994,39,0
6/27/1994,40,0
6/27/1994,41,0
6/27/1994,42,0
6/27/1994,43,0
6/27/1994,44,0
6/27/1994,45,0
6/27/1994,66,0
6/27/1994,67,0
6/27/1994,68,0
6/27/1994,69,0
6/27/1994,70,0
6/27/1994,71,0
6/27/1994,72,0
6/27/1994,73,0
6/27/1994,75,0
6/27/1994,86,0
6/27/1994,87,0
6/27/1994,88,0
6/27/1994,89,0
6/27/1994,90,0
6/27/1994,96,0
6/27/1994,97,0
6/27/1994,98,0
6/27/1994,99,0
6/27/1994,100,0
6/27/1994,101,0
6/27/1994,102,0
6/27/1994,103,0
6/27/1994,104,0
6/27/1994,105,0
6/27/1994,116,0
6/27/1994,117,0
6/27/1994,118,0
6/27/1994,119,0
6/27/1994,120,0
6/27/1994,126,0
6/27/1994,127,0
6/27/1994,128,0
6/27/1994,129,0
6/27/1994,130,0
6/27/1994,131,0
6/27/1994,132,0
6/27/1994,133,0
6/27/1994,134,0
6/27/1994,135,0
6/27/1994,141,0
6/27/1994,142,0
6/27/1994,143,0
6/27/1994,144,0
6/27/1994,145,0
6/27/1994,151,0
6/27/1994,152,0
6/27/1994,153,0
6/27/1994,154,0
6/27/1994,155,0
6/27/1994,166,0
6/27/1994,167,0
6/27/1994,168,0
6/27/1994,169,0
6/27/1994,171,0
6/27/1994,172,0
6/27/1994,173,0
6/27/1994,174,0
6/27/1994,175,0
6/27/1994,186,0
6/27/1994,187,0
6/27/1994,188,0
6/27/1994,189,0
6/27/1994,190,0
6/27/1994,196,0
6/27/1994,197,0
6/27/1994,198,0
6/27/1994,199,0
6/27/1994,200,0
6/27/1994,201,0
6/27/1994,202,0
6/27/1994,203,0
6/27/1994,204,0
6/27/1994,205,0
6/27/1994,206,0
6/27/1994,207,0
6/27/1994,208,0
6/27/1994,209,0
6/27/1994,210,0
6/28/1994,6,0
6/28/1994,7,0
6/28/1994,8,0
6/28/1994,9,0
6/28/1994,10,0
6/28/1994,46,0
6/28/1994,47,0
6/28/1994,48,0
6/28/1994,49,0
6/28/1994,50,0
6/28/1994,51,0
6/28/1994,52,0
6/28/1994,53,0
6/28/1994,54,0
6/28/1994,55,0
6/28/1994,56,0
6/28/1994,57,0
6/28/1994,58,0
6/28/1994,59,0
6/28/1994,60,0
6/28/1994,61,0
6/28/1994,62,0
6/28/1994,63,0
6/28/1994,64,0
6/28/1994,65,0
6/28/1994,76,0
6/28/1994,77,0
6/28/1994,78,0
6/28/1994,79,0
6/28/1994,80,0
6/28/1994,81,0
6/28/1994,82,0
6/28/1994,83,0
6/28/1994,84,0
6/28/1994,85,0
6/28/1994,91,0
6/28/1994,92,0
6/28/1994,93,0
6/28/1994,94,0
6/28/1994,95,0
6/28/1994,111,0
6/28/1994,112,0
6/28/1994,113,0
6/28/1994,114,0
6/28/1994,115,0
6/28/1994,121,0
6/28/1994,122,0
6/28/1994,123,0
6/28/1994,124,0
6/28/1994,125,0
6/28/1994,136,0
6/28/1994,137,0
6/28/1994,139,0
6/28/1994,140,0
6/28/1994,146,0
6/28/1994,147,0
6/28/1994,148,0
6/28/1994,149,0
6/28/1994,150,0
6/28/1994,156,0
6/28/1994,157,0
6/28/1994,158,0
6/28/1994,159,0
6/28/1994,161,0
6/28/1994,162,0
6/28/1994,163,0
6/28/1994,164,0
6/28/1994,165,0
6/28/1994,176,0
6/28/1994,177,0
6/28/1994,178,0
6/28/1994,179,0
6/28/1994,180,0
6/28/1994,181,0
6/28/1994,182,0
6/28/1994,183,0
6/28/1994,185,0
6/28/1994,191,0
6/28/1994,192,0
6/28/1994,193,0
6/28/1994,194,0
6/28/1994,195,0
7/5/1994,1,0
7/5/1994,2,0
7/5/1994,3,0
7/5/1994,4,0
7/5/1994,5,0
7/5/1994,11,0
7/5/1994,12,0
7/5/1994,13,0
7/5/1994,14,0
7/5/1994,15,0
7/5/1994,31,0
7/5/1994,32,0
7/5/1994,33,0
7/5/1994,34,0
7/5/1994,35,0
7/5/1994,36,0
7/5/1994,38,0
7/5/1994,40,0
7/5/1994,46,0
7/5/1994,47,0
7/5/1994,48,0
7/5/1994,49,0
7/5/1994,50,0
7/5/1994,56,0
7/5/1994,57,0
7/5/1994,58,0
7/5/1994,59,0
7/5/1994,60,0
7/5/1994,61,0
7/5/1994,62,0
7/5/1994,63,0
7/5/1994,64,0
7/5/1994,65,0
7/5/1994,66,0
7/5/1994,67,0
7/5/1994,68,0
7/5/1994,69,0
7/5/1994,70,0
7/5/1994,76,0
7/5/1994,77,0
7/5/1994,78,0
7/5/1994,79,0
7/5/1994,80,0
7/5/1994,81,0
7/5/1994,82,0
7/5/1994,83,0
7/5/1994,84,0
7/5/1994,85,0
7/5/1994,86,0
7/5/1994,87,0
7/5/1994,88,0
7/5/1994,89,0
7/5/1994,90,0
7/5/1994,91,0
7/5/1994,92,0
7/5/1994,93,0
7/5/1994,94,0
7/5/1994,95,0
7/5/1994,96,0
7/5/1994,97,0
7/5/1994,98,0
7/5/1994,99,0
7/5/1994,100,0
7/5/1994,101,0
7/5/1994,102,0
7/5/1994,103,0
7/5/1994,104,0
7/5/1994,105,0
7/5/1994,106,0
7/5/1994,107,0
7/5/1994,108,0
7/5/1994,109,0
7/5/1994,110,0
7/5/1994,111,0
7/5/1994,112,0
7/5/1994,113,0
7/5/1994,114,0
7/5/1994,115,0
7/5/1994,116,0
7/5/1994,117,0
7/5/1994,118,0
7/5/1994,119,0
7/5/1994,120,0
7/5/1994,121,0
7/5/1994,122,0
7/5/1994,123,0
7/5/1994,124,0
7/5/1994,125,0
7/5/1994,126,0
7/5/1994,127,0
7/5/1994,128,0
7/5/1994,129,0
7/5/1994,130,0
7/5/1994,131,0
7/5/1994,132,0
7/5/1994,133,0
7/5/1994,134,0
7/5/1994,135,0
7/5/1994,136,0
7/5/1994,137,0
7/5/1994,138,0
7/5/1994,139,0
7/5/1994,140,0
7/5/1994,141,0
7/5/1994,142,0
7/5/1994,143,0
7/5/1994,144,0
7/5/1994,145,0
7/5/1994,146,0
7/5/1994,147,0
7/5/1994,148,0
7/5/1994,149,0
7/5/1994,150,0
7/5/1994,151,0
7/5/1994,152,0
7/5/1994,153,0
7/5/1994,154,0
7/5/1994,155,0
7/5/1994,156,0
7/5/1994,157,0
7/5/1994,158,0
7/5/1994,159,0
7/5/1994,160,0
7/5/1994,161,0
7/5/1994,162,0
7/5/1994,163,0
7/5/1994,164,0
7/5/1994,165,0
7/5/1994,166,0
7/5/1994,167,0
7/5/1994,168,0
7/5/1994,169,0
7/5/1994,170,0
7/5/1994,176,0
7/5/1994,177,0
7/5/1994,178,0
7/5/1994,179,0
7/5/1994,180,0
7/5/1994,181,0
7/5/1994,182,0
7/5/1994,183,0
7/5/1994,184,0
7/5/1994,185,0
7/5/1994,186,0
7/5/1994,187,0
7/5/1994,188,0
7/5/1994,189,0
7/5/1994,190,0
7/5/1994,191,0
7/5/1994,192,0
7/5/1994,193,0
7/5/1994,194,0
7/5/1994,195,0
7/5/1994,196,0
7/5/1994,197,0
7/5/1994,198,0
7/5/1994,199,0
7/5/1994,200,0
7/5/1994,206,0
7/5/1994,207,0
7/5/1994,208,0
7/5/1994,209,0
7/5/1994,210,0
7/6/1994,6,0
7/6/1994,7,0
7/6/1994,9,0
7/6/1994,10,0
7/6/1994,16,0
7/6/1994,17,0
7/6/1994,18,0
7/6/1994,19,0
7/6/1994,20,0
7/6/1994,21,0
7/6/1994,22,0
7/6/1994,23,0
7/6/1994,24,0
7/6/1994,25,0
7/6/1994,26,0
7/6/1994,27,0
7/6/1994,28,0
7/6/1994,29,0
7/6/1994,30,0
7/6/1994,41,0
7/6/1994,42,0
7/6/1994,43,0
7/6/1994,44,0
7/6/1994,45,0
7/6/1994,51,0
7/6/1994,52,0
7/6/1994,53,0
7/6/1994,54,0
7/6/1994,55,0
7/6/1994,71,0
7/6/1994,72,0
7/6/1994,73,0
7/6/1994,75,0
7/6/1994,171,0
7/6/1994,172,0
7/6/1994,173,0
7/6/1994,174,0
7/6/1994,175,0
7/6/1994,201,0
7/6/1994,202,0
7/6/1994,203,0
7/6/1994,204,0
7/6/1994,205,0
7/11/1994,1,0
7/11/1994,2,0
7/11/1994,3,0
7/11/1994,4,0
7/11/1994,5,0
7/11/1994,6,0
7/11/1994,7,0
7/11/1994,8,0
7/11/1994,9,0
7/11/1994,10,0
7/11/1994,31,0
7/11/1994,32,0
7/11/1994,33,0
7/11/1994,34,0
7/11/1994,35,0
7/11/1994,46,0
7/11/1994,47,0
7/11/1994,48,0
7/11/1994,49,0
7/11/1994,50,0
7/11/1994,51,0
7/11/1994,53,0
7/11/1994,54,0
7/11/1994,55,0
7/11/1994,56,0
7/11/1994,57,0
7/11/1994,58,0
7/11/1994,59,0
7/11/1994,60,0
7/11/1994,61,0
7/11/1994,62,0
7/11/1994,63,0
7/11/1994,64,0
7/11/1994,65,0
7/11/1994,66,0
7/11/1994,67,0
7/11/1994,68,0
7/11/1994,69,0
7/11/1994,70,0
7/11/1994,76,0
7/11/1994,77,0
7/11/1994,78,0
7/11/1994,79,0
7/11/1994,80,0
7/11/1994,81,0
7/11/1994,82,0
7/11/1994,83,0
7/11/1994,84,0
7/11/1994,85,0
7/11/1994,96,0
7/11/1994,97,0
7/11/1994,98,0
7/11/1994,99,0
7/11/1994,100,0
7/11/1994,141,0
7/11/1994,142,0
7/11/1994,143,0
7/11/1994,144,0
7/11/1994,145,0
7/12/1994,11,0
7/12/1994,12,0
7/12/1994,13,0
7/12/1994,14,0
7/12/1994,15,0
7/12/1994,21,0
7/12/1994,22,0
7/12/1994,23,0
7/12/1994,24,0
7/12/1994,25,0
7/12/1994,36,0
7/12/1994,37,0
7/12/1994,38,0
7/12/1994,39,0
7/12/1994,40,0
7/12/1994,86,0
7/12/1994,87,0
7/12/1994,88,0
7/12/1994,89,0
7/12/1994,90,0
7/12/1994,101,0
7/12/1994,102,0
7/12/1994,103,0
7/12/1994,104,0
7/12/1994,105,0
7/12/1994,118,0
7/12/1994,119,0
7/12/1994,120,0
7/12/1994,126,0
7/12/1994,127,0
7/12/1994,128,0
7/12/1994,129,0
7/12/1994,130,0
7/12/1994,131,0
7/12/1994,132,0
7/12/1994,133,0
7/12/1994,135,0
7/12/1994,151,0
7/12/1994,152,0
7/12/1994,153,0
7/12/1994,154,0
7/12/1994,155,0
7/12/1994,166,0
7/12/1994,167,0
7/12/1994,168,0
7/12/1994,169,0
7/13/1994,137,0
7/13/1994,139,0
7/13/1994,140,0
7/13/1994,146,0
7/13/1994,147,0
7/13/1994,148,0
7/13/1994,149,0
7/13/1994,150,0
7/13/1994,176,0
7/13/1994,177,0
7/13/1994,178,0
7/13/1994,179,0
7/13/1994,180,0
7/13/1994,186,0
7/13/1994,187,0
7/13/1994,188,0
7/13/1994,189,0
7/13/1994,190,0
7/13/1994,196,0
7/13/1994,197,0
7/13/1994,198,0
7/13/1994,199,0
7/13/1994,200,0
7/13/1994,206,0
7/13/1994,207,0
7/13/1994,208,0
7/13/1994,209,0
7/13/1994,210,0
7/18/1994,1,0
7/18/1994,2,0
7/18/1994,3,0
7/18/1994,4,0
7/18/1994,5,0
7/18/1994,11,0
7/18/1994,12,0
7/18/1994,13,0
7/18/1994,14,0
7/18/1994,15,0
7/18/1994,31,0
7/18/1994,32,0
7/18/1994,33,0
7/18/1994,34,0
7/18/1994,35,0
7/18/1994,36,0
7/18/1994,37,0
7/18/1994,38,0
7/18/1994,39,0
7/18/1994,40,0
7/18/1994,66,0
7/18/1994,67,0
7/18/1994,68,0
7/18/1994,69,0
7/18/1994,70,0
7/18/1994,86,0
7/18/1994,87,0
7/18/1994,88,0
7/18/1994,89,0
7/18/1994,90,0
7/18/1994,96,0
7/18/1994,97,0
7/18/1994,98,0
7/18/1994,100,0
7/18/1994,101,0
7/18/1994,102,0
7/18/1994,103,0
7/18/1994,104,0
7/18/1994,105,0
7/18/1994,141,0
7/18/1994,142,0
7/18/1994,143,0
7/18/1994,144,0
7/18/1994,145,0
7/18/1994,151,0
7/18/1994,152,0
7/18/1994,153,0
7/18/1994,154,0
7/18/1994,155,0
7/18/1994,186,0
7/18/1994,187,0
7/18/1994,188,0
7/18/1994,189,0
7/18/1994,190,0
7/18/1994,206,0
7/18/1994,207,0
7/18/1994,208,0
7/18/1994,209,0
7/18/1994,210,0
7/19/1994,6,0
7/19/1994,7,0
7/19/1994,8,0
7/19/1994,9,0
7/19/1994,10,0
7/19/1994,21,0
7/19/1994,22,0
7/19/1994,23,0
7/19/1994,24,0
7/19/1994,25,0
7/19/1994,46,0
7/19/1994,47,0
7/19/1994,48,0
7/19/1994,49,0
7/19/1994,50,0
7/19/1994,51,0
7/19/1994,52,0
7/19/1994,53,0
7/19/1994,54,0
7/19/1994,55,0
7/19/1994,56,0
7/19/1994,57,0
7/19/1994,58,0
7/19/1994,59,0
7/19/1994,61,0
7/19/1994,62,0
7/19/1994,63,0
7/19/1994,64,0
7/19/1994,65,0
7/19/1994,76,0
7/19/1994,77,0
7/19/1994,78,0
7/19/1994,79,0
7/19/1994,80,0
7/19/1994,81,0
7/19/1994,82,0
7/19/1994,83,0
7/19/1994,84,0
7/19/1994,85,0
7/19/1994,91,0
7/19/1994,92,0
7/19/1994,93,0
7/19/1994,94,0
7/19/1994,95,0
7/19/1994,111,0
7/19/1994,112,0
7/19/1994,113,0
7/19/1994,114,0
7/19/1994,115,0
7/19/1994,116,0
7/19/1994,117,0
7/19/1994,118,0
7/19/1994,119,0
7/19/1994,120,0
7/19/1994,121,0
7/19/1994,122,0
7/19/1994,123,0
7/19/1994,124,0
7/19/1994,125,0
7/19/1994,126,0
7/19/1994,127,0
7/19/1994,128,0
7/19/1994,129,0
